NAME,neighbourhood_group,lat,long,cancellation_policy,room type,price,service fee,number of reviews,review rate number
Charming Brooklyn 1 bedroom,Brooklyn,40.67499,-73.95729,moderate,Entire home/apt,624.0,125.0,16,5.0
Central Location in NYC - Walk to Central Park,Manhattan,40.80108,-73.94602,strict,Private room,951.0,190.0,9,4.0
Charming Studio in the heart of Upper East Side,Manhattan,40.77414,-73.95301,flexible,Entire home/apt,237.0,47.0,5,3.0
Sunny Spacious 2BR Apt in Heart of Bushwick,Brooklyn,40.70146,-73.92841,moderate,Entire home/apt,977.0,195.0,7,5.0
"You can choose the line from 5 lines(7,E,F,M,R)",Queens,40.74661,-73.89206,flexible,Private room,195.0,39.0,1,3.0
"Cozy Apt, 10 mins to Mid-Town.. Near LGA and JFK..",Queens,40.74397,-73.91585,flexible,Entire home/apt,888.0,178.0,1,2.0
Beautiful Modern and Cosy 1BR in Chelsea,Manhattan,40.75254,-73.99471,moderate,Entire home/apt,52.0,10.0,2,3.0
Nice 3 bdr garden apt In Brownstone,Brooklyn,40.6766,-73.97126,moderate,Entire home/apt,125.0,25.0,3,3.0
Comfy 3 bedroom apartment in Manhattan,Manhattan,40.79519,-73.94115,strict,Entire home/apt,114.0,23.0,8,4.0
*Designer West Village Dream Home*,Manhattan,40.73451,-74.00746,flexible,Entire home/apt,641.0,128.0,12,4.0
Cozy room in Adorable 2BR apt inUES special price,Manhattan,40.77327,-73.94982,flexible,Private room,808.0,162.0,23,2.0
Beautiful Private Room 15 min from JFK Airport,Brooklyn,40.66071,-73.88858,flexible,Private room,181.0,36.0,3,3.0
Oasis in Prime LES,Manhattan,40.71806,-73.98493,moderate,Private room,724.0,145.0,13,5.0
Cool town house,Brooklyn,40.68254,-73.99207,moderate,Entire home/apt,249.0,50.0,11,4.0
Bright and Quiet Room,Manhattan,40.81089,-73.94318,moderate,Private room,828.0,166.0,16,2.0
EXCELLENT PRIVATE ROOM BY 3 METROS IN WILLIAMSBURG,Brooklyn,40.70772,-73.94269,moderate,Private room,368.0,74.0,75,5.0
Sunny and Chill Qwik Commute To NYC & Long Island,Queens,40.76678,-73.72622,strict,Shared room,388.0,78.0,3,4.0
Cozy Luxurious  Apartment.,Staten Island,40.63018,-74.17485,moderate,Entire home/apt,215.0,43.0,27,2.0
Deluxe Two Double Beds Times Square View,Manhattan,40.76217,-73.983,moderate,Private room,253.0,51.0,5,4.0
4th fl Large Private Room - Central Park & Rooftop,Manhattan,40.77618,-73.95627,flexible,Private room,369.0,74.0,56,1.0
Exposed Brick New York Styled apt in Bushwick,Brooklyn,40.69387,-73.9102,moderate,Private room,205.0,41.0,3,2.0
A Brooklyn Experience,Brooklyn,40.67533,-73.95545,moderate,Entire home/apt,218.0,44.0,121,1.0
FORT GREENE THE NEW HEART BEAT OF BROOKLYN!,Brooklyn,40.68994,-73.96952,moderate,Entire home/apt,971.0,194.0,5,5.0
Private Balcony and views of WTC!,Manhattan,40.72018,-74.00981,flexible,Private room,781.0,156.0,18,2.0
Adorable Soho Apartment,Manhattan,40.72511,-74.00016,flexible,Entire home/apt,773.0,155.0,9,5.0
Room at East 110th St Upper East/E. Harlem,Manhattan,40.7941,-73.94045,flexible,Private room,827.0,165.0,2,3.0
Private Room_Brooklyn Townhouse,Brooklyn,40.69793,-73.96989,strict,Private room,430.0,86.0,11,2.0
Three bedrooms house,Staten Island,40.58796,-74.07205,flexible,Private room,197.0,39.0,8,4.0
Bedroom Upper West Side 10min walk to Central Park,Manhattan,40.79358,-73.97452,moderate,Private room,65.0,13.0,3,2.0
Manhattan Home Base,Manhattan,40.79683,-73.97012,flexible,Private room,283.0,57.0,7,4.0
Summertime in Brooklyn!,Brooklyn,40.64695,-73.96612,flexible,Entire home/apt,261.0,52.0,2,2.0
Beautiful Luxury Manhattan 3bed/2bath!,Manhattan,40.79113,-73.96645,moderate,Entire home/apt,769.0,154.0,23,3.0
Little Italy/Soho,Manhattan,40.72174,-73.99639,strict,Entire home/apt,579.0,116.0,5,4.0
UES Luxury White  Glove Doorman Building ❤️ NYC!,Manhattan,40.77481,-73.95089,flexible,Entire home/apt,523.0,105.0,60,3.0
Luxury bldg Near Flatiron- Chelsea,Manhattan,40.74491,-73.99536,flexible,Private room,816.0,163.0,1,1.0
Lovely spacious room in a 2 bedroom apartment,Brooklyn,40.64045,-73.99515,moderate,Private room,438.0,88.0,1,3.0
Comfy Park Slope 1 BR Apt Near Prospect Park,Brooklyn,40.66453,-73.97912,strict,Entire home/apt,820.0,164.0,62,1.0
"Great apt, 2 blks to train station close to City",Queens,40.75375,-73.87523,strict,Entire home/apt,355.0,71.0,12,5.0
Cozy & comfortable apt by Prospect Park,Brooklyn,40.65229,-73.96551,strict,Entire home/apt,962.0,192.0,31,4.0
Entire 2 bedroom Apt in the heart of crown Heights,Brooklyn,40.6734,-73.94623,moderate,Entire home/apt,208.0,42.0,33,3.0
Spacious Private room near Columbia,Manhattan,40.80539,-73.96409,strict,Entire home/apt,503.0,101.0,2,1.0
It is a very cozy private bedroom.,Manhattan,40.81297,-73.9433,flexible,Private room,426.0,85.0,28,2.0
"King bed, doorman, mod, new & pristine in Brooklyn",Brooklyn,40.70013,-73.93502,strict,Entire home/apt,639.0,128.0,2,2.0
*Clean & Bright Master Room - UWS*,Manhattan,40.80096,-73.96671,moderate,Private room,912.0,182.0,7,1.0
Cozy studio in Gramercy,Manhattan,40.73419,-73.98132,moderate,Entire home/apt,716.0,143.0,3,4.0
Tourist Private Room of New York City,Manhattan,40.82664,-73.94814,moderate,Private room,441.0,88.0,38,5.0
Newly renovated modern apt! Private apartment!,Brooklyn,40.60973,-73.92804,strict,Entire home/apt,981.0,196.0,136,5.0
Upper west side - One Bedroom + Bike,Manhattan,40.8023,-73.96688,flexible,Private room,531.0,106.0,2,2.0
NYC cozy room in Upper East Side,Manhattan,40.78351,-73.94709,moderate,Private room,800.0,160.0,6,5.0
A Cozy 4 bedrm Apt Queen(5minsLGA),Queens,40.76509,-73.877,strict,Entire home/apt,779.0,156.0,96,1.0
Bear(A)Close to JFK&LGA&Citi Field&Subway#Parking,Queens,40.74674,-73.82298,strict,Private room,446.0,89.0,61,2.0
"Brooklyn place with pool, gym and comfort",Brooklyn,40.69412,-73.9062,strict,Private room,607.0,121.0,8,2.0
Spacious & Modern 3 BR in Time sq,Manhattan,40.75899,-73.99259,moderate,Entire home/apt,237.0,47.0,7,2.0
"Amazing W Village shared living space, prvt bdrm",Manhattan,40.73577,-74.00218,strict,Private room,747.0,149.0,276,2.0
E.village Uber cool Ensuite room,Manhattan,40.72502,-73.97835,strict,Private room,123.0,25.0,2,4.0
The Elizabeth,Manhattan,40.72421,-73.99304,moderate,Entire home/apt,282.0,56.0,66,5.0
Queens Palace,Queens,40.77658,-73.90344,strict,Entire home/apt,201.0,40.0,12,5.0
1 Bed&Bath in heart of Bushwick (20mintoManhattan),Brooklyn,40.70565,-73.92492,strict,Private room,597.0,119.0,10,3.0
"Luxury 1 Bed Room Home, Mid-Town, 24 hr doorman",Manhattan,40.75544,-73.96321,strict,Entire home/apt,80.0,16.0,3,4.0
Experience ELEGANT LIFESTYLE,Manhattan,40.77852,-73.98577,strict,Private room,258.0,52.0,24,5.0
A+ Location Deluxe Corner Studio #8,Manhattan,40.74808,-73.98822,moderate,Entire home/apt,612.0,122.0,22,2.0
Cozy Bushwick Room :),Brooklyn,40.70199,-73.92035,flexible,Private room,959.0,192.0,10,3.0
Pineapple Paradise/Minutes to S.I. Hospitals,Staten Island,40.5591,-74.11823,strict,Entire home/apt,459.0,92.0,14,3.0
Sunny 2nd Bedroom in Cheery Bushwick Apt,Brooklyn,40.7047,-73.92109,moderate,Private room,549.0,110.0,22,2.0
Ponerse las Pilas - VIVO NYC!!!,Brooklyn,40.68955,-73.95117,strict,Private room,102.0,20.0,195,4.0
"Location, Space, & Entertainment steps away!",Manhattan,40.80856,-73.95195,moderate,Entire home/apt,197.0,39.0,26,2.0
Commuter Studio,Manhattan,40.84534,-73.93479,strict,Shared room,305.0,61.0,13,2.0
"Great Home&Host, next to 1 train",Manhattan,40.82325,-73.95243,flexible,Private room,982.0,196.0,12,3.0
2 bedroom Artist's Sunny top floor Brownstone apt,Manhattan,40.80542,-73.9455,flexible,Entire home/apt,749.0,150.0,1,3.0
Huge elegant room 35 min to Time Square,Queens,40.72807,-73.86872,moderate,Private room,776.0,155.0,15,5.0
"Prospect Lefferts BK, steps from Prospect Park",Brooklyn,40.65049,-73.95657,moderate,Entire home/apt,614.0,123.0,10,4.0
Beautiful 1 bdrm in 2 bdrm apt,Brooklyn,40.71284,-73.93965,flexible,Private room,57.0,11.0,19,2.0
Brownstone on a tree-lined street in NYC,Manhattan,40.80669,-73.9497,flexible,Entire home/apt,314.0,63.0,2,5.0
Luxurious 1BR apt! Amazing Views & Full Amenities!,Manhattan,40.74428,-73.97364,strict,Entire home/apt,975.0,195.0,16,5.0
Apt in Heart of Williamsburg,Brooklyn,40.71986,-73.95925,flexible,Entire home/apt,814.0,163.0,1,2.0
Bright and beautiful 1 bedroom Apt.,Manhattan,40.7777,-73.98796,strict,Entire home/apt,419.0,84.0,1,5.0
tidy room with PRIVATE BATH & PRIVATE ENTRANCE,Queens,40.75777,-73.81172,strict,Private room,587.0,117.0,65,2.0
Clean private room with bathroom,Brooklyn,40.62402,-73.97071,moderate,Private room,529.0,106.0,1,4.0
Moxy NYC Downtown-7 Nights Min,Manhattan,40.711,-74.00883,moderate,Private room,756.0,151.0,4,5.0
Stylish Room in Times Square near Broadway Shows,Manhattan,40.76057,-73.98583,flexible,Private room,414.0,83.0,18,4.0
Large artsy basement room close to subway,Brooklyn,40.67723,-73.91618,strict,Private room,197.0,39.0,15,4.0
"Clean, Comfortable & Cozy Brooklyn Apartment",Brooklyn,40.67387,-73.91306,moderate,Entire home/apt,72.0,14.0,13,3.0
Gorgeous Two Story Brownstone in Clinton Hill,Brooklyn,40.68551,-73.95812,moderate,Entire home/apt,442.0,88.0,6,4.0
Cozy Private Room Minutes from City,Bronx,40.81463,-73.90229,moderate,Private room,385.0,77.0,5,5.0
Family Studio near Times Square,Manhattan,40.74816,-73.98676,strict,Entire home/apt,683.0,137.0,2,5.0
"Romantic, Pretty Apt with Kitty",Brooklyn,40.70973,-73.95301,strict,Entire home/apt,506.0,101.0,12,5.0
Heart of Williamsburg - Best Location,Brooklyn,40.71194,-73.95742,flexible,Private room,404.0,81.0,3,2.0
Large Bedroom with newly renovated bathroom,Staten Island,40.60336,-74.17118,flexible,Private room,777.0,155.0,29,5.0
Cozy modern room with good company and great view,Manhattan,40.80389,-73.96541,strict,Private room,453.0,91.0,2,5.0
UNTITLED at Freeman - Queen Studio 1007,Manhattan,40.72098,-73.99284,strict,Entire home/apt,363.0,73.0,34,2.0
"""Private and Lovely room in Prime Bushwick""",Brooklyn,40.70505,-73.9267,strict,Private room,672.0,134.0,1,3.0
room D Manhattan private room,Manhattan,40.81339,-73.95176,moderate,Private room,889.0,178.0,1,4.0
"Custom design, Cozy Manhattan stay",Manhattan,40.87126,-73.91722,moderate,Entire home/apt,404.0,81.0,20,3.0
"Sparkling 2nd Flr Apt, Near JFK, LGA & NY City",Queens,40.70838,-73.85156,flexible,Entire home/apt,634.0,127.0,60,3.0
Cozy and Comfy Manhattan Apartment,Manhattan,40.84604,-73.93503,strict,Private room,212.0,42.0,88,3.0
Brooklyn Royalty,Brooklyn,40.65185,-73.93388,strict,Private room,600.0,120.0,1,4.0
★ Convenience & Comfort Awaits!  ♥️ Your Stay! ★,Brooklyn,40.67472,-73.93,moderate,Entire home/apt,819.0,164.0,82,5.0
Beautiful Furnished Room!,Manhattan,40.83418,-73.94274,flexible,Private room,374.0,75.0,18,1.0
"Cozy, updated 2 bedroom in Nolita!",Manhattan,40.72011,-73.99729,moderate,Entire home/apt,358.0,72.0,1,5.0
Furnished queens 1 bedroom apartment,Queens,40.75926,-73.94006,moderate,Entire home/apt,867.0,173.0,1,4.0
A nice private room in East Village,Manhattan,40.72309,-73.98285,moderate,Private room,203.0,41.0,1,4.0
"Great Catch, Don't miss out!",Brooklyn,40.69257,-73.94657,moderate,Entire home/apt,908.0,182.0,82,1.0
Great Place to Land in Manhattan!,Manhattan,40.76723,-73.98567,moderate,Entire home/apt,828.0,166.0,6,4.0
Like,Brooklyn,40.64509,-74.00222,moderate,Private room,982.0,196.0,66,5.0
Room in basement apartment in Woodlawn,Bronx,40.89785,-73.86977,moderate,Shared room,702.0,140.0,2,3.0
Sharon's Home Away from Home,Queens,40.68465,-73.74687,moderate,Entire home/apt,498.0,100.0,12,4.0
"Private Bedroom, Entrance and Bathroom",Manhattan,40.80001,-73.93818,flexible,Private room,775.0,155.0,58,2.0
Sunny Bedroom at Union Square,Manhattan,40.737,-73.99407,strict,Private room,487.0,97.0,4,3.0
Sonder | Stock Exchange | Distinct 1BR + Kitchen,Manhattan,40.70599,-74.01201,flexible,Entire home/apt,695.0,139.0,8,5.0
"Manhattan, double size sofa bed no deposit",Manhattan,40.80323,-73.94253,flexible,Private room,802.0,160.0,3,3.0
"Bright and lovely flat in Williamsburg, Brooklyn",Brooklyn,40.70857,-73.95258,flexible,Entire home/apt,562.0,112.0,3,2.0
Private Room w/ Private Bath in Heart of Bed-Stuy,Brooklyn,40.68655,-73.94299,moderate,Private room,178.0,36.0,106,3.0
LEGAL studio in Queens,Queens,40.74549,-73.90872,strict,Entire home/apt,999.0,200.0,216,4.0
Private Room @ Floasis Art Collective in Bushwick!,Brooklyn,40.69738,-73.92432,strict,Private room,276.0,55.0,1,3.0
Charming & Spacious 1Bd Garden Apt-Central Harlem,Manhattan,40.80976,-73.93915,strict,Entire home/apt,524.0,105.0,1,4.0
HUGE 3 BDR Apt & 2 Baths ✴EAST VILLAGE✴,Manhattan,40.72615,-73.98477,flexible,Entire home/apt,188.0,38.0,17,2.0
Cozy private room in Bedstuy,Brooklyn,40.6932,-73.95519,flexible,Private room,794.0,159.0,1,3.0
Sun-Filled 2BR/2BA + Private Home Office! #10345,Brooklyn,40.67404,-73.9422,strict,Entire home/apt,808.0,162.0,2,5.0
Leli’s Modern Luxe Apartment,Brooklyn,40.67503,-73.87357,flexible,Private room,885.0,177.0,22,2.0
Cozy & bright 2 bedroom apt 12 mins to Manhattan,Queens,40.77729,-73.9078,strict,Entire home/apt,816.0,163.0,94,5.0
cozy artsy cool,Brooklyn,40.62444,-74.02916,strict,Private room,822.0,164.0,5,5.0
Great Washington Heights Private Bedroom in a 4 BR,Manhattan,40.84545,-73.93809,strict,Private room,244.0,49.0,4,3.0
Cozy private room next to Central Park lake side!,Manhattan,40.79728,-73.94868,strict,Private room,648.0,130.0,21,3.0
Brooklyns own by nyc 2nd biggest: prospect park,Brooklyn,40.65556,-73.95674,moderate,Entire home/apt,859.0,172.0,6,4.0
Convenient and Modern Midtown West Apartment,Manhattan,40.76395,-73.99007,strict,Private room,240.0,48.0,1,5.0
"GREAT EAST VILLAGE LOCATION, ELEVATOR & ROOFTOP!!!",Manhattan,40.72819,-73.97933,strict,Private room,80.0,16.0,115,5.0
Beautiful Private Parlor-Level 1-BR Apt.,Brooklyn,40.683,-73.93305,moderate,Entire home/apt,919.0,184.0,104,2.0
Sunny Mott Haven Townhouse With Garden.,Bronx,40.8127,-73.90988,moderate,Entire home/apt,156.0,31.0,62,2.0
The Queens Bungalow,Queens,40.69643,-73.89362,flexible,Entire home/apt,854.0,171.0,19,1.0
Large 1 Bed Beautiful view  LES in Luxury Building,Manhattan,40.72185,-73.98451,strict,Entire home/apt,116.0,23.0,1,3.0
One Bedroom Apt Tree Lined Street in Forest Hills,Queens,40.71816,-73.84946,moderate,Entire home/apt,924.0,185.0,15,2.0
A Beautiful Brownstone Apartment,Manhattan,40.809,-73.94263,flexible,Entire home/apt,274.0,55.0,292,5.0
Home away from home,Queens,40.68723,-73.78791,flexible,Private room,693.0,139.0,14,3.0
Pet-Friendly 1BR in Williamsburg w/ Patio & Den,Brooklyn,40.712,-73.94881,moderate,Entire home/apt,376.0,75.0,4,4.0
Modern Apartment in Manhattan,Manhattan,40.80887,-73.94889,moderate,Private room,134.0,27.0,3,3.0
"Sun-filled 1 Bdrm, Above Subway",Manhattan,40.82749,-73.94329,strict,Entire home/apt,325.0,65.0,20,4.0
Beautiful Studio in Soho - Greenwich Village,Manhattan,40.72843,-73.9999,strict,Entire home/apt,604.0,121.0,28,2.0
Entire 2 BED APARTMENT - WILLIAMSBURG- Best Price,Brooklyn,40.70765,-73.94821,strict,Entire home/apt,547.0,109.0,7,2.0
Sunny 1BR in the East Village center,Manhattan,40.72669,-73.98275,moderate,Entire home/apt,471.0,94.0,63,4.0
Quiet & Peaceful Upper West Escape,Manhattan,40.81509,-73.96019,moderate,Entire home/apt,717.0,143.0,4,4.0
"1 Bedroom East Village, NYC",Manhattan,40.72105,-73.9814,moderate,Private room,544.0,109.0,1,2.0
"Quiet, Sun-Filled, 1BR Williamsburg Apt",Brooklyn,40.71633,-73.94138,moderate,Entire home/apt,64.0,13.0,5,5.0
••RARE Modern Apt For 2019 Next to Subway & JFK••,Queens,40.69113,-73.86778,flexible,Entire home/apt,693.0,139.0,57,5.0
Private bedroom in Apt Share Bushwick/JMZ Train!,Brooklyn,40.69877,-73.93945,strict,Private room,284.0,57.0,1,3.0
"Large, private 2BR in historic brownstone",Brooklyn,40.67473,-73.96529,moderate,Entire home/apt,111.0,22.0,182,4.0
COZY EAST VILLAGE-PRIVATE SPACE,Manhattan,40.72999,-73.98275,strict,Private room,962.0,192.0,72,3.0
Beautiful Large Bedroom in Crown Heights,Brooklyn,40.67493,-73.92738,strict,Private room,338.0,68.0,2,4.0
STYLISH 2 BEDROOM APT RIGHT ON CENTRAL PARK WEST,Manhattan,40.79641,-73.96191,moderate,Entire home/apt,415.0,83.0,2,3.0
"1 bedroom, shared apartment/living.",Bronx,40.8455,-73.86217,moderate,Private room,532.0,106.0,1,5.0
Exclusive & Bright Private 3-Floor Townhome,Brooklyn,40.71758,-73.95153,flexible,Entire home/apt,517.0,103.0,5,3.0
Family Friendly Brooklyn Gem,Brooklyn,40.67819,-73.92447,flexible,Entire home/apt,479.0,96.0,15,5.0
"""Simple Perfect Soho""",Manhattan,40.72278,-73.9967,strict,Entire home/apt,371.0,74.0,244,5.0
Furnished 1BR Apt in Lenox Hill! Perfect Location!,Manhattan,40.7645,-73.95889,flexible,Entire home/apt,370.0,74.0,1,2.0
Cozy Studio! Easy Access to Train to Manhattan!,Queens,40.70576,-73.89808,moderate,Entire home/apt,761.0,152.0,10,5.0
Idyllic West Village Bedroom - Private Room,Manhattan,40.73086,-74.00498,moderate,Private room,804.0,161.0,4,4.0
Big sunny bedroom Clinton Hill $50/day,Brooklyn,40.69256,-73.96058,strict,Private room,454.0,91.0,5,2.0
Large 3 Bedroom Apartment in Hell's Kitchen,Manhattan,40.75979,-73.98953,strict,Entire home/apt,195.0,39.0,1,4.0
Stylish Arty Apt in Brooklyn,Brooklyn,40.68812,-73.99155,flexible,Entire home/apt,598.0,120.0,449,5.0
"Cozy room&house in Woodside, comfortable are!!",Queens,40.74094,-73.89607,flexible,Private room,599.0,120.0,2,5.0
Penthouse near Columbia University!!,Manhattan,40.80368,-73.95792,strict,Entire home/apt,727.0,145.0,2,4.0
Spacious designer’s flat.,Manhattan,40.76303,-73.99225,moderate,Entire home/apt,66.0,13.0,8,5.0
"Dvine Home,  5 Minutes from JFK, FREE parking",Queens,40.67546,-73.7974,flexible,Entire home/apt,196.0,39.0,27,3.0
Williamsburg Room with PRIVATE Balcony,Brooklyn,40.70852,-73.94849,moderate,Private room,439.0,88.0,7,3.0
Comfort Away from Home,Brooklyn,40.6491,-73.92532,flexible,Entire home/apt,112.0,22.0,12,2.0
1 BR apt in heart of the Village,Manhattan,40.72831,-73.9987,flexible,Entire home/apt,726.0,145.0,29,3.0
Sunny One bedroom in the heart of the East Village,Manhattan,40.7297,-73.98552,moderate,Entire home/apt,117.0,23.0,16,5.0
Private large room in prime Manhattan location,Manhattan,40.71873,-73.9891,moderate,Private room,310.0,62.0,10,3.0
LARGE BEAUTIFUL QUIET ROOM IN 2 STORY TOWNHOUSE,Queens,40.77267,-73.92871,flexible,Private room,603.0,121.0,23,4.0
Private Room in Spacious Sunnyside Apartment,Queens,40.74082,-73.91874,flexible,Private room,460.0,92.0,3,5.0
2BR@ Queens! Enjoy with your family/Friends♪,Queens,40.73915,-73.8757,strict,Entire home/apt,352.0,70.0,16,2.0
"Cozy Space-Sunny Studio- Flatbush, Brooklyn",Brooklyn,40.62562,-73.94255,flexible,Entire home/apt,450.0,90.0,4,3.0
"❤️ of Wburg, Private Living+Entrance",Brooklyn,40.7188,-73.95775,strict,Private room,103.0,21.0,6,1.0
Private Comfortable room WITH 2 FULL SIZE BEDS,Queens,40.69305,-73.80713,strict,Private room,603.0,121.0,1,2.0
Sunny private room close to all,Brooklyn,40.65702,-73.99874,moderate,Private room,539.0,108.0,37,3.0
Large Private 1BR Apartment- Best Location Chelsea,Manhattan,40.7437,-73.99896,flexible,Entire home/apt,564.0,113.0,70,1.0
Brooklyn room with Empire State building view,Brooklyn,40.68947,-73.95269,strict,Private room,906.0,181.0,1,5.0
Cute sunny room in big Bushwick apartment,Brooklyn,40.69819,-73.92194,flexible,Private room,700.0,140.0,3,4.0
Luxury Apartment in Cambria Heights,Queens,40.68959,-73.73733,strict,Entire home/apt,947.0,189.0,5,5.0
"Nice Cozy Room in BROOKLYN, NYC, NY, Bushwick",Brooklyn,40.69545,-73.91967,strict,Private room,300.0,60.0,182,1.0
Bright Beautiful Loft Apt in Heart of Williamsburg,Brooklyn,40.71513,-73.94444,moderate,Entire home/apt,634.0,127.0,1,5.0
Quiet Soho/Nolita Garden Alcove Studio,Manhattan,40.72176,-73.99424,moderate,Entire home/apt,611.0,122.0,166,1.0
法拉盛(Flushing)独立出入Basement套房出租。2房1卫 2Rooms/1Bath,Queens,40.75368,-73.81366,strict,Private room,184.0,37.0,150,4.0
"Kajou1, 100% privacy, 100% independent.",Brooklyn,40.68965,-73.96742,flexible,Private room,639.0,128.0,1,4.0
Sunny 1BD in Greenwich Village,Manhattan,40.72903,-74.00028,flexible,Entire home/apt,683.0,137.0,18,4.0
In the Heart of Williamsburg,Brooklyn,40.71171,-73.95704,strict,Entire home/apt,542.0,108.0,87,4.0
"Central Park Nest, High Above The Trees!",Manhattan,40.79614,-73.9481,moderate,Entire home/apt,596.0,119.0,138,4.0
CHA-CHA CHAUNCEY,Brooklyn,40.68290238,-73.9123476,strict,Private room,362.0,72.0,1,2.0
JFK Airport Great place to stay 6 minutes away,Queens,40.66823,-73.78374,moderate,Shared room,243.0,49.0,65,5.0
Mother & Daughter bnb-Brooklyn,Brooklyn,40.63846,-73.92892,flexible,Entire home/apt,700.0,140.0,27,4.0
Room in sunny art-filled apartment,Manhattan,40.82127,-73.95669,strict,Private room,779.0,156.0,1,4.0
Cozy walk-up in The Upper East Side,Manhattan,40.77334,-73.94848,strict,Private room,818.0,164.0,3,5.0
New charming 1 Bedroom - private entry - ground fl,Brooklyn,40.68075,-73.93835,moderate,Entire home/apt,315.0,63.0,7,3.0
Your welcome to have a nice stay on Bayview Place,Brooklyn,40.64228,-73.90819,moderate,Private room,419.0,84.0,5,4.0
1 private bedroom,Manhattan,40.7427,-73.98231,flexible,Private room,143.0,29.0,1,3.0
Sunny loft in heart of Crown Heights,Brooklyn,40.67295,-73.95646,strict,Private room,483.0,97.0,4,2.0
Charming Stylish E. Village Studio,Manhattan,40.72646,-73.98685,flexible,Entire home/apt,733.0,147.0,59,4.0
Cozy Room for 1,Brooklyn,40.67196,-73.93824,strict,Private room,685.0,137.0,20,3.0
Beautiful Brownstone Apartment in Sugar Hill,Manhattan,40.82808,-73.94563,strict,Entire home/apt,745.0,149.0,8,4.0
Boerum Hill modern duplex with private backyard!,Brooklyn,40.68581,-73.9833,moderate,Entire home/apt,796.0,159.0,2,3.0
Studio in heart of NoLIta,Manhattan,40.72159,-73.9962,strict,Entire home/apt,591.0,118.0,28,3.0
2 bedroom  apartment in front of prospect park,Brooklyn,40.65237,-73.97365,strict,Entire home/apt,242.0,48.0,1,1.0
Comfortable room 30/35 minutes to Manhattan,Brooklyn,40.67963,-73.90816,strict,Private room,491.0,98.0,16,4.0
SPACIOUS  ARTIST LOFT IN CHELSA,Manhattan,40.74449,-73.99445,flexible,Entire home/apt,720.0,144.0,63,4.0
Stylish Large Gramercy Loft!,Manhattan,40.7403,-73.98498,strict,Entire home/apt,908.0,182.0,108,2.0
Columbia U/Harlem Townhouse Duplex,Manhattan,40.80917,-73.95405,strict,Entire home/apt,486.0,97.0,104,3.0
Bedroom and bathroom in the heart of Williamsburg,Brooklyn,40.71955,-73.96337,strict,Private room,336.0,67.0,211,3.0
Wicked Chill Artist Space!,Manhattan,40.85045,-73.93493,moderate,Private room,480.0,96.0,20,5.0
Cozy and Quaint 1 Bedroom in Soho!,Manhattan,40.72594,-74.00136,flexible,Private room,384.0,77.0,1,3.0
Cozy Apartment 20 min to Manhattan!,Queens,40.70777,-73.898,moderate,Entire home/apt,269.0,54.0,27,1.0
Cozy 1 bedroom apartment in NYC,Queens,40.77987,-73.91565,moderate,Entire home/apt,211.0,42.0,1,3.0
Cozy Vacation Getaway,Brooklyn,40.68558,-73.98175,flexible,Entire home/apt,881.0,176.0,8,1.0
Sunlit Private Room in Uptown Manhattan,Manhattan,40.85677,-73.92986,strict,Private room,562.0,112.0,50,5.0
URBAN SPACE the Brooklyn Way!,Brooklyn,40.67791,-73.92879,strict,Entire home/apt,683.0,137.0,42,2.0
1 bedroom clean & simple in manhattan.,Manhattan,40.71255,-73.99673,flexible,Entire home/apt,405.0,81.0,106,2.0
Nice Single room sublet for April 1st onward!,Brooklyn,40.63967,-73.96424,strict,Private room,467.0,93.0,3,1.0
Opalite Bedroom,Brooklyn,40.69263,-73.95583,moderate,Private room,213.0,43.0,9,2.0
Chateau Le Hamilton Heights,Manhattan,40.82291,-73.94256,strict,Entire home/apt,308.0,62.0,6,3.0
Spacious single,Brooklyn,40.66117,-73.88879,flexible,Private room,962.0,192.0,7,2.0
Private Room A,Brooklyn,40.64047,-74.00842,moderate,Private room,134.0,27.0,51,3.0
Bedstuy/Bushwick 3 FLOOR TOWNHOUSE,Brooklyn,40.69031,-73.93903,strict,Entire home/apt,251.0,50.0,23,2.0
NO CLEANING FEE: Bronx hostel-style PRIVATE ROOM,Bronx,40.89748,-73.85497,moderate,Private room,302.0,60.0,333,4.0
Modern Chic Private Room in Gramercy,Manhattan,40.73442,-73.98383,moderate,Private room,838.0,168.0,4,3.0
Lovely Little Literary Loft!,Brooklyn,40.68632,-73.91793,flexible,Private room,970.0,194.0,70,5.0
Cozy and humble room in a great neighborhood!,Brooklyn,40.68822,-73.96018,moderate,Private room,206.0,41.0,1,5.0
Spacious loft in the heart of TriBeCa,Manhattan,40.71747,-74.00354,moderate,Entire home/apt,97.0,19.0,2,3.0
1 Bedroom apt - near Central Park,Manhattan,40.78638,-73.97004,moderate,Entire home/apt,270.0,54.0,10,2.0
Recording Studio - Vacation,Brooklyn,40.69686,-73.98366,flexible,Private room,276.0,55.0,25,4.0
Luxury Midtown Loft in Manhattan Townhouse,Manhattan,40.75602,-73.97126,strict,Entire home/apt,883.0,177.0,7,4.0
Williamsburg Urban Haven,Brooklyn,40.71427,-73.95424,moderate,Entire home/apt,812.0,162.0,125,5.0
"Budget Friendly, Spacious Place 10 min to NYC",Brooklyn,40.72179,-73.9447,flexible,Private room,323.0,65.0,30,4.0
Hip Apartment in Brooklyn w/ lots of amenities,Brooklyn,40.67765,-73.92345,strict,Entire home/apt,543.0,109.0,17,4.0
